author_age,author_sex,title,text_date,sentence,sentence_summary
28,F,새로운 취미,20200000,얼마 전 나에게 새로운 취미가 생겼다. 바로 웹소설(장르소설) 읽기다.  사실 내가 처음 접한 장르소설은 어린시절 대여점에서 빌려보던 판타지 소설이었다. 하지만 세월의 흐름에 따라 대여점이 하나 둘 망하면서 장르소설을 십게 접하기가 어려워졌고 나 또한 학교를 졸업하고 현실만으로 바빠 장르소설에 대한 관심도 사그라들어 자연스레 잊혀졌던 취미였다. 그러다  최근 웹소설에 관한 얘기를 우연히 듣게 되었다. 웹소설이란 인터넷으로 볼 수 있는 소설을 뜻한다. 예전에도 웹소설이 있긴 했지만 큰 인기는 끌지 못했었다. 하지만 요즘은 스마트폰이 발전하면서 폰으로 볼 수 있는 컨텐츠의 수요가 높아져 웹소설 또한 인기를 끌고있다고 한다. 사라진 대여점처럼 장르소설 또한 사장된 줄 알았건만 장르소설 시장은 내가 모르는 곳에 발전하고 있었다. 종이책으로만 보던 소설을 이제는 폰으로 보는 시대가 온 것이다. 직접 대여점에 빌리러 갔던 예전과 달리 이젠 어디서든 터치 몇 번이면 쉽게 장르소설을 구매하고 읽을 수 있다는 사실은 나에게 큰 충격으로 다가왔다. 높은 접근성과 한 회당 100원이라는 부담없는 가격에 나는 다시 한 번 장르소설의 매력에 푹 빠졌다. 한창 판타지 소설에 빠져 살았던 예전 기억이 되살아나면서 이번에는 판타지 장르 뿐만이 아니라 여러 장르를 전전하며 새로운 취미를 즐겼다. 한참 웹소설에 빠졌던 와중 웹소설 뿐만 아니라 e북이라는 새로운 형태의 소설이 생겼다는 것을 알게 되었다. e북은 한마디로 전자책인데 웹소설은 대부분이 실시간으로 연재되는 소설인 것에 반해 장르소설 e북은 이미 완결난 웹소설을 묶어서  파는 개념이었다.  (물론 장르소설뿐만이 아니라 일반소설도 e북으로 나온다.) 실시간 연재를 따라가기 감질났던 나는 웹소설에서 e북으로 눈을 돌렸다. e북은 웹소설보다 혜택이 더 많았다. 이미 다른 플랫폼에서 판매했던 소설이라 그런지 e북으로 나올 땐 할인 프로모션을 달고 나왔기 때문에 나는 이미 완결난 소설을 웹소설을 볼 때 보다 더 저렴한 가격으로 살 수 있었다. 그러나 너무 싸서 문제였을까. 할인만 했다하면 e북을 사던 나는 어느 순간부터 읽는 속도가 사는 속도를 따라가지 못하기 시작했다. 그 후부터 내 전자 책장에 늘어난 아직 읽지 않은 책들.... 한 권이 두 권이 되고 두 권이 열 권이 되고 열 권이 백 권이 되는 속도는 순식간이었다. 이제 내 전자 책장에는 읽지 않은 책이 천 권도 넘게 있다. 그러나 도정제때문에 할인 혜택이 줄어든 지금도 나는 아직 e북을 사고 있다. 언젠가 읽겠지란 생각을 하면서.... 사실 내 새로운 취미는 웹소설을 읽는 게 아니라 e북을 모으는 것이다.,웹소설이란 인터넷으로 볼 수 있는 소설을 뜻한다. 예전에는 큰 인기를 끌지 못했지만 요즘은 스마트폰이 발전하면서 폰으로도 볼수 있도록 컨텐츠의 수요가 높아져 장르소설 또한 대중화되고 있다.
13,F,소나기,20140000,"비가 와서 그런지, 시험기간이라 그런지, 아니면 재미없는 수업에서 시간을 흘려 보내서 그런지는 몰라도 온 몸이 멍하다. 여전히 오늘도 숙제를 안 했기에 정신을 똑바로 차려야 했지만, 자꾸 이상한 잡생각만 들었다. ‘뭐, 어떻게든 되겠지.’ 할머니가 연 창문에서 토독토독 떨어지는 빗방울이 차가웠다. 문득 과학시간에 배운 ‘구름이 비가 되어 내리는 법’이 떠올랐다. 먼지쪼가리에 수증기가 얼었다가 녹은게 비라나 뭐라나. 무슨 법이라고 불렸는데. 도저히 기억이 나지 않았다. 그래도 그 이론을 떠올리니 과학선생님께서 하신 우스운 말이 떠올랐다. ""중위도와는 달리 적도에서는 따뜻한 비가 내려. 그러니까 소설 의 그 여자아이가 적도 비를 맞았다면, 죽지 않고 그냥 때만 불어 나왔겠지?"" 정말 웃음이 나오는 말이었다. 그럼 에서 소녀가 자신의 스웨터를 보고 (소년에게) ""너 몸에서 때가 묻어난거란다.""라고 했던 장면이 바뀌어서, 소년이 자신의 옷을 들고 ""네 몸에서 나온거란다."" 라고 말하게 되는 건가? 소녀가 얼굴이 새빨개져서 소년을 때리는 결말을 생각하니 기분이 좋아졌다. 정말로 이런 결말이었으면 얼마나 좋았을까, 하는 생각이 들만큼. 소녀와 소년이 다시 만날 날이 온다면, 오늘 내리는 차가운 비 아래서가 아닌, 따뜻한 비 아래에서였으면!",과학시간에 배운 구름이 비가 되어 내리는 법이라는 이론을 떠올리니 소설 의 여자아이는 적도 비에 맞았다면 죽지 않고 그냥 때만 불어 나왔을 거라는 우스운 말이 떠올랐다.
25,F,무고한'범죄자의 탄생은 누구의 동조로 이루어지나_2020년 1월 16일의 일기,20200000,"세상에는 연기도 잘하고 범죄도 저지르지 않는 연기자들이 많이 있지만, 그럼에도 방송사는 계속해서 성범죄 전과가 있는, 또는 그 밖의 여러 범죄사실이 있는 연예인을 캐스팅하고 방송에 노출시킨다. 범죄자에게 계속해서 직업을 주고 돈을 벌 기회를 주는 그들 방송업계 종사자들은 미디어를 생업으로 삼는 만큼 그 파급력을 누구보다도 잘 알고있을 수 밖에 없다. 당연히 그들에게 쥐어질 면죄부도 없다. 범죄자가 웃고 떠들고 농담을 하고 그 대가로 큰 돈을 벌어가는 모습을 지속적으로 화면에 노출시키면서 그들은 거대하고 유해한 메시지를 대중들에게 주입시킨다. 그런 일 쯤 있을 수 있는 일이라고, 밥줄 잘라먹을 만큼 잘못한 건 아니라고, 심지어는 한바탕 눈물의 쇼를 한 뒤에는 여전히 잘 먹고 잘 살 수 있는 거라고. 그들이 그런 메시지를 지속적으로 사회에 던짐으로써 자아를 형성하는 중인 아이들은 물론, 어른들 조차 고개를 갸우뚱하게 된다. 결국은 별 일 아니었으니까 복귀한 게 아닐까 하는 의문에 가려져 범법자의 범행은 점차 잊혀져 간다. 그렇게 범죄자는 과거를 청산하고 다시 태어난, 그래서 과거의 일을 종종 농담거리로 쓰는 무고한 사람으로 탈바꿈 한다. 그리고 이 메시지는 오직 남성들에게만 공유된다. 음주운전, 마약흡입, 성매매, 심지어는 성범죄까지 저지른 남성 연예인이 버젓히 방송복귀를 하는 것과는 달리 이혼을 하거나 욕설을 하고, 또는 몸에 타투를 한 여성 연예인은 화면에서 가차없이 지워지기 때문이다. 비참하지 않은가. 이런 현실을 바꾸기 위해서는 무엇보다 방송업계 종사자의 성인지 감수성이 성장하는 것이 중요하겠지만, 그것이 어렵다면 시청자들은 이러한 유해한 메시지에 지속적으로 노출되는 것을 적극적으로 거부해야 한다. 침묵은 동조로 치환되고 이런 불합리를 모른척 하면 더러운 현실은 점차 몸집을 불려 마침내 우리를 깔아뭉게게 될 것이기 때문이다. 연예인의 삶은 걱정하는 게 아니라고 했다. 그러나 연예인들의 삶은 결국 확대대고 강조된 우리의 삶일 뿐이다. 거울 속에 비친 모습이 추하다면, 그건 거울을 깬다고 해결될 문제가 아니다. 범죄자이지만 뻔뻔하게 돌아온 자들이어. 당신들은 벌을 받게 될 것이다. 억울해할 필요는 없다. 정말로 없다.",방송사는 계속해서 성범죄 전과가 있거나 그 밖의 여러 범죄사실이 있는 연예인을 캐스팅하고 방송에 노출시킨다. 시청자들은 이같은 유해한 메시지를 적극적으로 거부해야 하며 침묵은 동조로 치환되고 이런 불합리를모른척 하면 더러운 현실은점차 커져 마침내 우리를깔아뭉게게 될 것이기 때문이다.
24,F,일상의 자극이 없는 백수생활은 괴롭다,20200000,"삶이란 무엇일까, 나는 왜 사는가. 나는 앞으로 무얼 해 나가야 하나. 남들은 벌써 답을 찾은 고민들을 나는 지금까지 붙잡고 있다. 처음 몇달간은 집에서 노는것이 좋았다. 편안하고, 스트레스 없고, 먹고싶으면 먹고, 자고싶으면 자고, 놀고싶으면 놀고. 하지만 이런 생활이 반복될수록 나는 점점 우울해지고 무기력해졌다. 아침에 일어나는 것은 끔찍하게 느껴졌고 밤에 잠드는 것은 스스로에 대한 혐오감 때문에 지독히도 힘들었다. 그저 매일 핸드폰, 노트북, 검색, 동영상, 인터넷 실시간 검색어 확인, 이게 살아 있는건가? 하는 생각과 다시 취직 할 수 있을까? 하는 불안감은 점점 커져갔고 나는 이를 회피하는 것을 택했다. 그냥 마주보기가 너무 두려웠기 때문이다. 저금은 줄어들었고 시간은 걷잡을 수 없이 흘러갔는데 나에게 남아있는건 아무것도 없었다. 그저 밥 챙겨먹는것 조차 귀찮아 하는 바람에 6키로가 빠졌다는거 딱 하나. 집 밖으로 나가는게 싫어졌다. 해가 떠있는 시간에 밖에서 돌아다니는것에 죄책감이 들었기 때문이다. 그냥 하루하루 집에서 시간을 죽였다. 누워서 천장과 스마트폰 화면만 번갈아 본 것 같다. 그러다 어느날, 이렇게 살거면 그냥 죽어도 되는거 아닐까? 하는 생각이 들었다. 인간은 단지 살아다고 사는게 아닌, 목적이 있고 무언가를 해야만 하는 존재인데 아무것도 하지 않는 사람이자 누구도 필요로 해주지 않는 사람이라면 살아있을 이유가 있냐는 생각이 들었기 때문이다. 근데 막상 죽자니 나 없이 남겨져 있을 내 공간들과 물건들 생각에 죽지는 못했다. 사실 죽을 용기도 없었다. 그냥 무기력한 삶 자체를 회피하고 싶었다. 억지로라도 일상의 자극을 만들어야 하지 않나 하는 생각이 들었다. 자극이 없는 사람은 자기에게 닥친 아주 작은 일을 계속해서 곱씹고 부풀리고 망상하게 된다. 타이머를 맞추고 밖으로 나간다. 최소 두시간 이상은 밖에서 무조건 걷는다. 사람 구경도 하고 나 스스로에 대해 생각하는 시간도 가질 수 있고, 나빠진 체력이 조금씩 좋아지는것 같은 기분도 들었다. 오늘은 밖에 나가 샌드위치를 사먹고 가본 적 없는 길을 걸었다. 풍경이 사무치게 좋다거나 샌드위치가 끝내주게 맛있다거나 하진 않았지만 그래도 조금은 숨을 돌릴 수 있었다. 작년이 나에게 있어 죽은 시간이었다면, 올해는 살아있는 시간들로 채우고 싶다. 내일은 서점으로 나가 문제집을 살 것이다.",처음 몇 달간은 집에서 노는 것이 좋았다. 하지만 이런 생활들이 반복될수록 나는 점점 우울해지고 무기력해져 매일 핸드폰과 인터넷 실시간 검색어 확인을 하고 살 수 있을까 하는 불안감에 힘들어졌고 죽자니 나 없이 남겨져 있을 내 공간들 생각에죽지는 못했고 그냥 무의미한 삶 자체를 회피했다.
21,F,감각을 되새기며,20200000,"세상이 빠르고 자극적으로 변하고 있다. 사람들이 먼 옛날 그들이 의존하던 감각이라는 무기를 소홀리해서 우리가 둔해지고 있다는 출처모를 정보를 들은 적 있다.  언젠가 피와 풀, 흙과 물의 냄새를 맡던 후각은 둔해져 음식과 인공적인 향을 구분할 필요 없이 받아들이고 있으며 우리의 시각은 바로 앞의 스마트폰을 보는 것만으로 충분해져 먼 곳의 사물의 구분할 수 없게되고 있다.  사실상 우리가 우리의 감각을 내려둔 셈이다. 그저 우리가 만들어낸 것들의 편리함에 심취해 있다. 그러면서 손 쉬운 자극을 원한다. 멀리 볼 것도 없이 뉴스, 광고, 미디어만 봐도 알 수 있다. 우리는 둔해진 감각을 귀찮지 않을 정도로 뻗으면서 뭔가를 얻길 원한다. 그렇게 점점 멍청해지고 잔인해져간다. 어떻게 봐도 좋은 징조일 수 없다. 사람들의 의식은 발전해 나간다고들 하는데 가까이서 보는 인간 군상은 그렇지 못하다. 조금 더 섬세하게 삶을 살아갈 필요가 있다고 생각하는 밤이다.",세상이 빠르고 자극적으로 변하고 있다. 사람들이 감각이라는 무기를 소홀리해서 우리가 둔해지고 있다는 출처모를 소식을 들은 적 있는데 후각은 음식과 인공적인 향 그리고 스마트폰 보는 것만으로 충분해져 먼 곳의 사물 구분할 수 없게 되고 있어 결국 인간 군상이 점점 잔인해져간다.
18,F,언니와 함께 여행,20190000,"새벽 2시 30분에 기상했다. 씻고 택시를 불러 출발 택시비는 22000원 많이 나왔다. 도착하니까 아주 조용하고 사람이 없었다. 직원들도 출근을 안 해서 그런가 공항 안이 너무 더웠다. 2층에 있다가 와이파이 도시락 수령하는 곳도 1층이고 2층엔 사람들이 조금 있어서 더 덥길래 1층에 내려갔다. 와이파이 받을 수 있는 시간이 5시 30분이라서 1층에서 비행기 모형 좀 보고 휴대폰 보면서 멍 때리다 더워서  공기 좀 통하는 야외에 서있다가 5시 30분에 다시 공항 1층으로 들어갔다. 아까랑 다르게 많은 사람들이 줄을 서서 기다리고 있었다. 언니 손에 면세 봉투 2개 내 손에 봉투 2개. 시간이 없어서 후다닥 갔다. 비행기타려고 앞에 직원한테 여권이랑 표를 보여주는데 짐을 하나로 줄이라고 한다. 대강 얹고 들어갔다. 내리고 캐리어를 찾아서 면세 짐을 집어넣었다. 너무 많아서 땀 뻘뻘 흘리면서 한 구석에서 언니랑 집어넣고 나온 뒤에 여행박사에 짐을 맡겼다. 언니가 알아와서 예매한건데 캐리어를 맡기니 편하고 좋았다. 후쿠오카만 된다는게 아쉬울 정도였다. 앞에 사람들이 두팀있었는데 두팀 다 다른 걸 하려고 왔다가 짐 맡기는 걸 보고 이것저것 물어본다고 오래 걸렸다. 걸국엔 못 하고 짐을 들고가는걸 봤는데 우리는 예약을 하고 가서 이름이랑 맡기는 짐 갯수 등만 적으니까 일사천리였다. 나오자말자 버스가 와있어서 탔다. 자리도 앉아갈 수 있었다. 여기서 언니랑 내가 실수를 했는데 버스에서 내려서 그 곳이 하카타인줄 알고 지하철 안에 짐을 맡겼다. 나는 하카타가 아닌 건 알고있었는데 맡길 때는 진짜 별생각을 안 해서 넣어버렸다. 숙소갈 때 찾으면 되는거지 했는데.. 그 곳은 공항 지하철역이었기 때문에 일부러 찾으러 와야 한다는 걸 뒤에 알았다.. 목요일 강수확률 80%라고 했는데 전혀 비가 안 왔다. 너어무 날씨가 좋았고 더웠고 습했다. 일본 사람들은 덥지도 않은지 긴팔을 입은 사람이 많아서 신기했다. 우리는 너무 더워서 모자랑 양산 찾고 있었는데.. 텐진에 도착해서 바로 파르코 백화점에 갔다. 대강 백화점 구경했다. 일본은 실내에 에어컨을 시원하게 안 틀어줘서 싫었다. 백화점은 그저그랬다. 식당가에 내려와서 언니가 뭘 찾고 다니길래 뭔가 했더니 카와미야 함바그였다. 돌아다니다가 찾았는데 가게는 작고 사람들이 줄을 서있었다. 고기 덩어리로 나온걸 불판에다가 구워서 먹는건데 그냥 겉만 익혀서 먹었더니 별로였다. 몇 번 먹고나서 뒤부터는 오래 익혀서 먹었는데 좀 나았다. 짐 찾고 하카타에 내려서 숙소 체크인을 했다. 생각보다 숙소가 엄청 괜찮았다. 에어컨이 오래 된 거 같았는데 그래서 그런지 바람이 안 시원했지만 16도 하고 기다리다보니 시원해졌다. 좀 누워서 쉬다가 한시간 뒤에 캐널시티 가보고 나베 먹으러 가려고 다시 나왔다. 처음 국 조금 덜어주고 먹어보라고 할 땐 맛있었는데 몇 번 더 먹으니까 매운 맛인데도 안 맵고 너무 달았다. 기대 많이하고 갔는데 실망.. 나베 먹고 숙소로 돌아가는 길에 세븐일레븐 가서 얼음이랑 콜라, 커피우유 등을 사갔다. 와 비슷하게 생긴 아이스크림도 먹고 얼음넣은 콜라를 벌컥벌컥하니까 좋았다. 역시 언니랑 저녁에 숙소에서 먹는게 제일 맛있었다.",새벽 2시 30분에 기상해서 택시를 불러 출발하니 공항 안이 조용하고 사람이 없었다. 와이파이 도시락 수령하는 곳도 1층이고 에어컨을 시원하게 안 틀어줘서 싫었던 나는 너무 더워서 모자랑 양산 찾고 있었는데 언니가 알아와서 예매한 여행박사에서 여권과 짐 갯수 등만 적고 바로 파르코 백화점으로 향했다.
20,F,82년생 김지영을 보고 현대 사회를 바라보다,20190000,"우리나라 여자들은 자신의 이름을 잃은 사람들이 많다. 누군가의 딸, 누군가의 아내, 누군가의 엄마로 불리는 일이 더 많다. 온전한 ""나""로 살아가기가 힘들다 .나 자신이 아닌 누군가의 소유물이나 필요에 의해 살아간다는 것은, 그 누군가나 필요가 사라지면 아무것도 아닌 존재가 되기 쉽다. 나를 표현할 수 있는 다른 대체어가 없기 때문이다. 사람은 누구나 자신의 꿈을 꿀 권리가 있고, 법과 도덕의 틀 안에서 하고 싶은 일은 제약 없이 할 수 있어야 하는데. 성별이라는 벽 앞에서 우리나라 여성들은 무너지곤 한다. 10년 전과 비교하면 나아진 점도 분명 있겠지만, 여성과 남성의 권리가 평등하다고 느끼기는 힘든 현대 사회이다. 여전히 여자라서 승진이 더디고, 장기적인 팀에 들어가는 것이 어렵고, 육아 휴직 후 복직이 어렵고, 동등한 능력을 갖고 있는 남자들보다 월급을 적게 받는다. 물론 성차별이 적은 회사도 있겠지만 그런 회사들은 제외하고, 보편적인 세상을 말할 땐 여전히 성별로 인한 불평등이 많다. 회사뿐 아니라 여남 관계에서도 여자라는 이유만으로 약자가 되는 경우가 너무 많다. 성희롱, 성추행, 성폭행의 비율은 가해자가 남성, 피해자가 여성인 경우가 90%가 넘는다. 여성 혐오 범죄도 너무 많다. '묻지마'나 '왜 안 만나줘'를 검색해보면 수많은 뉴스 기사를 접할 수 있는데, 이 기사들도 피해자는 여성, 가해자는 남성인 경우가 대다수이다. 쌍방 폭행이 없다. 여성과 남성은 신체적으로 차이가 있기 때문에 쌍방 폭행이 되기가 쉽지 않은 것은 사실이나, 일방적으로 여성만을 대상으로 행해지는 범죄들이 너무 많다. 범죄뿐 아니라 법의 형량에 있어서도 여성과 남성이 받는 형량이 다르다. 남편에게 지속적으로 폭행을 당하던 주부가 참다못해 남편을 살해한 형량이 여성을 지속적으로 폭행하다 살해한 남성보다 형량이 높다. 뭔가 좀 이상하지 않은가? 불법 카메라에 내가 찍히지 않았으면 좋겠고, 불법 포르노에 내가 등장하지 않았으면 좋겠고, 성희롱, 성추행, 온갖 성폭행을 당하고 싶지 않은게 여성들의 욕심인가? 범죄의 표적이 되고 싶지 않은 것은 당연한 것 아닌가? 세상이 많이 바뀌어야 한다. 여자라서 겪는 일들이 당연시되고 아무렇지 않은 일이 되면 안 된다. 깨어있어야 한다.",우리나라 여자들은 자신의 이름을 잃은 사람들이 많아 온전한 나로 살아가기가 힘들다. 성별이라는 벽 앞에서 무너지곤 하는데 여전히 성별로 인한 불평등이 많고 일방적으로 여성만을 상대로 행해지는 범죄들도 많다.
29,F,내 집 마련,20200000,"오늘 1년치 성과급으로 전세대출을 일부 상환했다. 사실 새 노트북이 갖고 싶었지만, 저축금액이 확 줄게 되니 쉽게 마음 먹기가 어렵다. 자취를 시작할때는 집에 대해 큰 욕심이 없었고, 저렴한 예산 안에서 합리적으로 골랐다고 생각했다. 그런데 살아보니 4.5평 짜리 방이 정말 좁긴 좁다. 친구가 놀러올 때마다 너무 작은 크기에 놀라니 조금 부끄럽더라. 10평이 넘는 친구의 자취방은 내 방이랑 비교하면 궁궐같다. 그래도 따뜻한 물 잘 나오고 벌레 안 나오고 결로 없으니 다행이라고 해야하나? 사실 연초에 이사를 고민했다. 그런데 근무지 이동도 무산이 되고나니 이사비용과 이사 후에 늘어날 거주비용이 다시금 고민되기 시작했고, 결국 이사를 포기했다. 1년 전세는 눈 씻고 찾아봐도 찾기 힘들고, 월세는 월세가 너무 아까웠다. 1년 전세를 찾으니 부동산도 완전 퉁명스럽게 군다. 첫 집 마련할때만 해도 수많은 부동산으로부터 러브콜을 받았는데 조건 좀 까다롭게 붙였다고 이런 대접이라니 좀 황당했다. 그나마 좁은 건 참을 수 있지만, 가장 불안한건 전세 보증금 반환 보증이 안된다는 것이다. 신축건물이라서 그렇다나. 초반에는 집주인이 도망가는 꿈도 꾸고 그랬다. 누군가한테는 작은 돈 일수도 있지만 이 보증금을 모으려면 나는 3년을 꼬박 일해야 한다. 그런데 깡통전세 신세가 된다면? 건물주가 제발 해외도주를 하지 않길 바랄 뿐이다. 내년에 이사를 간다고 해도 손에 쥔 돈은 약 7천 남짓일 것이고, 그러면 또 8천 가량 대출을 받아야 원하는 집으로 이사갈 수 있을 것이다. 대출 없이 내 집 조차 아닌 전세집을 얻을 수 있는 날은 언제쯤 오는걸까? 나름 저축을 많이 하는 편인데도 가끔 허탈하다. 대출 금액이 크다보니 적금 대신 대출 상환을 적금처럼 하고 있는데 아무래도 빚을 갚는 것이다 보니 당장 내 돈 처럼 느껴지지 않는 부분이 아쉬울 뿐이다. 내년 4월이면 전세 만기가 된다. 그때까지 별 일 없이 살 수 있다면 더 바랄 것이 없다. 그때 쯤이면 그래도 6평 방 정도는 얻어볼 수 있지 않을까?",1년치 성과급으로 전세대출을 일부 상환했다. 새 노트북이 갖고 싶었지만 저축금액의 확 줄게 되니 쉽게 마음 먹기가 어렵다.
7,F,전주에 내려간 날,20190913,2019년 9월 13일 날씨: 추워서 이불을오빠와 꼭 덮었다. 제목: 전주에 내려간날 새벽 5시에 서울에서 전주로 내려갔다. 차 안이 어둡고 추워서 담요를 가져오기 잘했다고 생각했다. 전주에 도착해서 할머니 할아버지에게 인사를 하고 여주를 따서 옥상에 내려와 들어와서 할아버지가 여주를 썰기 시작했다. 할아버지가 약을 만든 다고 해서 여주를 말려서 약으로 만든 다고 했다. 그날 아침에 일어나 땅콩 호박을 발견했다. 땅콩 모양 이지만 크기는 아주 컷다. 나는 그 호박에 뭉크의 절규 처럼 얼굴을 그려줬다. 신기하고 재밌었다.,전주에 내려간 날 새벽 5시에 서울에서 전주로 내려갔다. 차 안이 어둡고 추워서 담요를 가져오기 잘했다고 생각했고 전주 도착해서 할머니 할아버지에게 인사하고 여주 따서 옥상으로 내려와 땅콩 호박을 발견했다.
23,F,2020년 1월 26일 일기,20200000,"설날 연휴를 맞아 아빠랑 나들이를 가기로 했다. 솔직히 컨디션도 별로 안 좋고 아침에 일찍 나가기도 귀찮았지만 내가 말을 꺼냈기 때문에 아빠와 함께 나왔다. 강릉시에 있는 오죽헌에 도착했는데 비가 미친듯이 와서 운동화와 양말이 다 젖었다. 오죽한 안에 있는 율곡 기념관에는 사임당의 그림들이 전시되어 있었다.그림들은 매우 수려하고 멋졌다. 한 쪽에는 율곡이이와 신사임당이 그려진 5000원 권과 50000원 권 지폐가 전시되어 있었다. 전시되어 있는 지폐를 보며, 대한민국에서 제일 높은 화폐가치를 지닌 종이에 여성위인이 그려져있는데 대한민국의 여성인권은 OECD 국가들 중 거의 바닥을 치고있다는 것이 씁쓸하다는 생각이 들었다. 율곡기념관에서 나오니 민속전시관이 있었고, 들어가봤더니 입구 쪽에 영화 에서 유지태와 이영애가 데이트하던 장소가 있었다. 영화 속에서 그냥 스치듯이 지나가던 장면일 뿐이었는데 어떻게 그게 생각이 나더라. 그 장소를 보고나서야 '그 영화 강릉에서 찍었었지.' 하는 생각이 들었다. 기념으로 그 장소를 찍었다. 오죽헌 관람을 끝내고 정동진에 갔다. 여느 바닷가 식당이 다 그렇겠지만, 조금은 허름한 식당에서 1kg 대게찜을 시켰다.  대게는 비쌌다. '옛날의 아빠라면 절대 13만원어치 음식을 주문하지 않았을텐데.' 라고 속으로 생각했다. 찬들이 줄지어서 나왔고, 마지막으로 푹 쪄진 대게가 나왔다. 대게가 엄청 고급으로 보이진 않았지만, 먹어보니 식감이 탱글하고 꽤 맛이 좋았다. 꽃게랑 맛은 별 차이가 없는 것 같았는데, 왠지 모르게 꽃게가 더 맛있다는 생각이 들었다. 점심을 먹기엔 늦은 시간이었기 때문에 손님들은 별로 없었고, 그마저도 부부나 가족단위의 손님들이었다. '하긴, 어떤 아빠와 딸이 정동진에서 단 둘이 밥을 먹겠나.' 하고 생각했다. 어렸을 때는 엄마없이 아빠, 동생, 나 이렇게 셋이서만 식당을 가면 남들이 '쟤네는 엄마가 없나보다.'하고 생각할까봐 식당에서 눈치를 보곤 했다. 지금은 뭐 머리가 많이 컸기 때문에 남들 시선은 별 상관 안 한다. 그냥 아빠랑 단 둘이 밥을 먹는 게 좀 어색할 뿐. 밥을 먹고 나오니 비가 그치고 하늘이 살짝 개어서 정동진 바다를 구경했다. 전에 있었던 비바람 때문에 거센 파도가 치는데도 동해의 물빛은 에메랄드 색이었다. 필리핀 세부의 물 색깔이 따뜻한 에메랄드였다면, 정동진의 동해바다는 시원해보이는 에메랄드 색이었다. 살짝 갠 하늘과 시원하게 파도치는 동해바다 풍경은 비만 내리던 나들이길의 햇살 같았다. 겨울바다를 거닐고 있으니 영화 에서 봤던 몬타우크의 눈내린 바다가 생각나서 조금 씁쓸하기도 했지만, 내가 보고 있는 풍경은 영화 속 풍경만큼 아름다웠다. 이 풍경만으로도 차로 세 시간을 달려 온 가치가 있다고 생각했다. 마음이 시원해지고 힐링되는 기분이었다. 아, 그리고 정동진 해변 쪽에 소나무가 심어져 있었는데 소나무와 동해바다가 참 잘 어울린다는 생각을 했다. 궂은 날씨지만 설 연휴라 그런지 관광객들이 얼추 있었다. 가족들은 다들 행복해 보였고 다른 가족들을 보며 나는 살짝 기만당하는 느낌이 들었다. 그럼에도 불구하고 에메랄드 빛 바다는 매력적이었고, 지금 이 순간은 좋은 순간이라고 생각했다. 아빠가 '이런 곳에서 살고 싶냐.'고 하길래 '그렇다.'고 했더니, 그런 것도 하루 이틀이라고 했다. 그렇지, 나는 이렇게 바다가 있지만 밴쿠버나 부산의 해운대처럼 인프라가 갖춰진 도시에서 살고 싶어. 산과 바다를 사랑하지만 자연환경만으로는 살기에 부족하다. 집에가는 길은 너무 막혔다. 집에서 강릉까지 2시간 20분 정도가 걸렸는데 강릉에서 집까지는 귀성길 차량들이 겹쳐서 4시간 정도가 걸렸다. 가는 길에 대관령을 지나는데, 대관령을 진입하자마자 눈보라가 치더니 대관령IC를 찍고 빠져나오자마자 눈이 서서히 그쳤다. 마치 그 곳만 다른 세상인 듯이. 신기한 동네였다. 아빠는 내일 출근하는데 괜히 피곤하게 한 건 아닌가 하는 생각이 들어서 미안했다. 아빠도 이제 나이가 들어가니 빨리 내가 운전 연수를 받아서 아빠 대신 운전을 해야 할텐데. 요즘 운전하고 싶은 마음이 굴뚝 같다. 빨리 취업을 해서 차를 사고 싶다. 이만 끝.",강릉시에 있는 오죽헌에는 사임당의 그림들이 전시되어 있는데 대한민국에서 제일 높은 화폐가치를 지닌 종이에 여성위인이 그려져 있다. 영화 속 풍경처럼 에메랄드 빛 바다가 매력적이었고 바다와 산을 사랑하지만 자연환경만으로는 살기에 부족하다.
